exporter_name,exporter_key,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,21026,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,4364,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1626,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,533,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1952,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,14697,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,3438,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,19323,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,7353,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1910,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,592,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,11201,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,12363,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,5635,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1018,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,13168,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2633,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,17516,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,19604,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1660,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,4175,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,962,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,599,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,14114,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2482,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,16707,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1486,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2566,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,765,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,15946,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,862,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1002,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,16756,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2549,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,14585,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2934,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,15959,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,4088,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,771,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,15734,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,739,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,3449,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1027,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,424,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,14309,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,617,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2571,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1192,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,233,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,206,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2100,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,18674,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1524,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,866,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,16776,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,243,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,2577,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,18297,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1667,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1737,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1030,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,15976,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,3394,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,16623,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,676,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,11606,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1039,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,909,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,5198,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,6618,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1057,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,11567,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1407,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,18297,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1730,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,1058,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,466,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,17169,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E2A9295731,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,BATTERY,570,Kilograms,solid,Recovery_Metals,16117,PAD087561015,INMETCO,1 INMETCO DRIVE,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,12946,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,14769,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,15140,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,13144,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,11013,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,13000,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,12310,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
NEWALTA CORPORATION,E3A7034302,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,CHLOROETHYLENE,14279,Kilograms,solid,Destruction_Incineration,43920,OHD980613541,HERITAGE WTI,1250 ST GEORGE ST,EAST LIVERPOOL,OH,40.6315774,-80.5479363
