Year,RCRA Hazardous Waste Manifest Number,Foreign Exporter Name,Foreign Exporter Site Address,Foreign Exporter Site City,Foreign Exporter  Site State or Province,Foreign Exporter Site ZIP or Mailing Code,Country of Export,exporterLAT,exporterLONG,hazWasteDesc,Number of Containers,totalQuantityinShipment,Units for Quantity in Shipment,Applicable RCRA Hazardous Waste Code(s),Expected Management Method Code,Receiving Facility EPA ID Number,Receiving Facility Name,Receiving Facility Street Address,Receiving Facility City,receivingFacilityState,receivingStateCode,Receiving Facility Zip Code,receiving facility lat,receiving facility long
2010,002720116 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40900,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720117 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,37860,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720118 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41060,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720119 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42060,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720120 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43840,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720121 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43680,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720122 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43520,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720123 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42760,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720124 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42010,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720125 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40030,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720126 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39920,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720149 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43080,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720150 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41800,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720151 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43300,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720152 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42020,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720153 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41340,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720154 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40100,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720174 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40440,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720171 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39920,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720134 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41960,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720135 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41900,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720136 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,44040,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720137 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41100,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,001710138 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41700,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720139 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42540,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720140 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43000,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720127 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39240,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720128 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43080,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720129 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43020,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720130 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41580,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720131 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42700,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720132 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42780,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720133 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43740,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720142 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40180,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720143 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42240,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720144 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40400,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720145 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42760,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720146 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39740,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720147 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42140,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720148 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42800,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720155 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43060,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720156 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43060,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2011,002720158 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41220,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2007,000148962 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4307,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000148966 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,15874,L - Liters (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000148969 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4129,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000148970 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,2513,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000149144 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,3964,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000149216 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4194,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000149247 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4526,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000149248 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4000,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000203873 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4307,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000203875 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4307,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,000203876 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4079,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,001159797 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4307,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,001160015 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,3964,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,002630968 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4526,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,002631035 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4739,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2007,002631234 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,14112,L - Liters (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,000203845 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,5036,G - Gallons (liquids only),F006; F008,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,002479601 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4393,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,002479987 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4634,G - Gallons (liquids only),D002; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,002631036 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,3246,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,002635230 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4393,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,002635377 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4634,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004829700 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4194,G - Gallons (liquids only),D008; F006,H010,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004829831 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4307,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004830095 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,3367,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004830108 JJK,DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,L6K 3E4,CANADA,,,LEAD,1,4526,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004829517 JJK,DANA CORPORATION,205 INDUSTRIAL DR.,MT. FOREST,ONTARIO,N0G 2L1,CANADA,,,LEAD,1,3608,G - Gallons (liquids only),D008; F006,,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004829527 JJK,DANA CORPORATION,205 INDUSTRIAL DR.,MT. FOREST,ONTARIO,N0G 2L1,CANADA,,,LEAD,1,2758,G - Gallons (liquids only),D008; F006,,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004829956 JJK,DANA CORPORATION,205 INDUSTRIAL DR.,MT. FOREST,ONTARIO,N0G 2L1,CANADA,,,LEAD,1,5129,G - Gallons (liquids only),D008; F006,,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004830341 JJK,DANA CORPORATION,205 INDUSTRIAL DR.,MT. FOREST,ONTARIO,N0G 2L1,CANADA,,,LEAD,1,3367,G - Gallons (liquids only),D008; F006,H039,OHD986976348,"AGMET METALS, INC",7800 MEDUSA STREET,OAKWOOD VILLAGE,OH,36,44146,,
2009,004332095 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,24,44345,P - Pounds,D004; D005; D007; D008,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332096 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,5,2700,P - Pounds,D004; D005; D006; D007; D008; D009; D011,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332096 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,2,3086,P - Pounds,D004; D005; D006; D007; D008; D009; D011,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332096 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,3,158,G - Gallons (liquids only),D004; D005; D006; D007; D008; D009; D011,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332098 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,2,2543,P - Pounds,D004; D005; D007; D008,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332586 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,1,599,P - Pounds,D008,H010,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332586 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,2,106,G - Gallons (liquids only),D008,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332587 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,2,423,G - Gallons (liquids only),D008,H010,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332589 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,5,1587,P - Pounds,D008,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332589 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,ICB 5,8812,P - Pounds,F006,H010,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332589 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,ICB 1,650,P - Pounds,D008,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2009,004332589 JJK,NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,M1P 3A4,CANADA,,,LEAD,2,151,G - Gallons (liquids only),D007; D008; F006; F019,H111,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,36,44707,,
2010,004830104 JJK,DANA CANADA CORP.,205 INDUSTRIAL DR.,MT. FOREST,ONTARIO,N0G 2L1,CANADA,,,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, NOS (LEAD)",1,3002,USG (US GALLONS?),D008; F006,H039,OHD986976348,AGMET METALS INC,7800 MEDUSA ST,OAKWOOD VILLAGE,OH,36,44139,,
